Product_Code,Product_Name,Category,Cost_Price,Stock
SKU-18006,Trendy Polarized Scarf - Brown (V91),Fashion accessories,19.39,1
SKU-18007,Classic Wooden Bed Sheets - Oak,Home and lifestyle,40.62,9
SKU-18008,Elite Vintage Belt - Silver,Fashion accessories,59.61,'-1
SKU-18009,Active Ergonomic Travel Pillow - Grey,Sports and travel,78.64,2
SKU-18010,Motion Compact Yoga Mat - Red,Sports and travel,66.31,3
SKU-18011,Luxe Denim Wallet - Brown,Fashion accessories,50.9,25
SKU-18012,Eco Mini Earbuds - Grey,Electronic accessories,112.59,1
SKU-18013,Smart Mini Adapter - Black,Electronic accessories,106.42,1
SKU-18014,HomeStyle Cotton Table Lamp - Grey,Home and lifestyle,79.75,10
SKU-18015,Vogue Canvas Watch - Brown (V84),Fashion accessories,42.11,6
SKU-18016,Glow Hydrating Body Lotion - 200ml,Health and beauty,31.7,33
SKU-18017,Aero Heavy-Duty Water Bottle - Orange,Sports and travel,32.89,2
SKU-18018,HomeStyle Glass Vase - White (V56),Home and lifestyle,9.52,6
SKU-18019,EcoLiving Glass Storage Box - Black (V49),Home and lifestyle,59.19,12
SKU-18020,HomeStyle Rustic Towel Set - Black (V43),Home and lifestyle,5.45,4
SKU-18021,Nova Portable Headphones - Blue,Electronic accessories,90.18,34
SKU-18022,Zen Stainless Steel Storage Box - Black,Home and lifestyle,25.49,1
SKU-18023,Radiant Hydrating Conditioner - 100ml,Health and beauty,38,1
SKU-18024,Urban Denim Belt - Black,Fashion accessories,33.95,5
SKU-18025,Trendy Canvas Wallet - Rose Gold (V11),Fashion accessories,74.98,4
SKU-18026,Pure Salted Cookies - 500ml,Food and beverages,11.7,3
SKU-18027,Urban Vintage Backpack - Rose Gold,Fashion accessories,21.84,7
SKU-18028,LuxeHome Cotton Bed Sheets - Beige,Home and lifestyle,21.6,1
SKU-18029,Urban Vintage Tie - Brown,Fashion accessories,75.81,1
SKU-18030,Velocity Heavy-Duty Backpack - Neon Green,Sports and travel,30.92,1
SKU-18031,Peak Compact Water Bottle - Orange,Sports and travel,48.01,1
SKU-18032,Nature's Gluten-Free Cereal - 250g (V82),Food and beverages,11.25,1
SKU-18033,Vogue Denim Hat - Navy,Fashion accessories,31.06,19
SKU-18034,LuxeHome Rustic Cushion - Beige,Home and lifestyle,28.88,5
SKU-18035,Organic Sweet Pasta - 1Kg,Food and beverages,13.04,3
SKU-18036,Cozy Cotton Candle - Grey,Home and lifestyle,70.73,1
SKU-18037,Derma Oil-Free Perfume - Travel Size,Health and beauty,75.16,3
SKU-18038,Organic Vegan Pasta - 250g,Food and beverages,19.09,2
SKU-18039,Modern Cotton Towel Set - Grey,Home and lifestyle,78.67,3
SKU-18040,Nature's Sweet Cookies - Pack of 6 (V32),Food and beverages,13.3,1
SKU-18041,Urban Wooden Candle - White,Home and lifestyle,38.13,5
SKU-18042,Aero Durable Travel Pillow - Neon Green,Sports and travel,39.03,22
SKU-18043,Organic Spicy Pasta - 250g,Food and beverages,5.9,4
SKU-18044,Aura Organic Deodorant - 50ml,Health and beauty,68.23,1
SKU-18045,Cozy Glass Coffee Mug - Oak,Home and lifestyle,28.23,6
SKU-18046,Velocity Ergonomic Tent - Blue,Sports and travel,49.47,2
SKU-18047,EcoLiving Rustic Storage Box - Oak,Home and lifestyle,30.41,2
SKU-18048,Organic Crunchy Honey - 250g,Food and beverages,19.96,1
SKU-18049,Trendy Leather Tie - Rose Gold,Fashion accessories,24.74,8
SKU-18050,Smart Mini Webcam - White,Electronic accessories,132.47,2
SKU-18051,Classic Ceramic Picture Frame - White,Home and lifestyle,55.47,'-1
SKU-18052,Nova Mini Speaker - Blue (V10),Electronic accessories,120.6,2
SKU-18053,Chic Vintage Sunglasses - Silver (V20),Fashion accessories,79.47,269
SKU-18054,Modern Wooden Bed Sheets - Clear,Home and lifestyle,64.46,1
SKU-18055,ProFit Durable Jump Rope - Black,Sports and travel,42.84,1
SKU-18056,Smart Heavy Duty Webcam - White,Electronic accessories,109.06,1
SKU-18057,Modern Stainless Steel Towel Set - Oak (V5),Home and lifestyle,22.21,27
SKU-18058,Velocity Breathable Tent - Orange (V79),Sports and travel,13.05,8
SKU-18059,Nature's Sweet Coffee Beans - Pack of 6,Food and beverages,10.3,2
SKU-18060,Clear Oil-Free Serum - 100ml,Health and beauty,58.06,4
SKU-18061,Pure Anti-Aging Deodorant - 150g,Health and beauty,43.01,21
SKU-18062,Summit Ergonomic Yoga Mat - Blue,Sports and travel,59.93,'-3
SKU-18063,Clear Hydrating Body Wash - Travel Size (V73),Health and beauty,13.67,'-1
SKU-18064,Glow Oil-Free Perfume - Travel Size,Health and beauty,64.1,9
SKU-18065,Essence Soothing Perfume - Travel Size,Health and beauty,43.79,9
SKU-18066,Glow Hydrating Perfume - Pack of 2 (V19),Health and beauty,5.06,6
SKU-18067,Eco Slim Charger - Grey (V34),Electronic accessories,70.86,25
SKU-18068,Cozy Cotton Storage Box - Black,Home and lifestyle,68.22,5
SKU-18069,Trendy Silk Handbag - Brown (V7),Fashion accessories,8.45,4
SKU-18070,Pure Vitamin C Lip Balm - 200ml,Health and beauty,34.63,13
SKU-18071,Nature's Gluten-Free Pasta - Pack of 6,Food and beverages,7.81,4
SKU-18072,Eco Portable Keyboard - Black (V12),Electronic accessories,145.38,2
SKU-18073,FarmFresh Spicy Cereal - 250g,Food and beverages,16.9,4
SKU-18074,EcoLiving Ceramic Bed Sheets - Black,Home and lifestyle,26.12,5
SKU-18075,Urban Vintage Belt - Black,Fashion accessories,53.66,50
SKU-18076,Classic Leather Sunglasses - Brown,Fashion accessories,38.45,24
SKU-18077,Trendy Leather Backpack - Rose Gold (V34),Fashion accessories,20.14,21
SKU-18078,Pure Salted Pasta - 500ml,Food and beverages,14.98,2
SKU-18079,Eco Portable Webcam - White,Electronic accessories,133.1,6
SKU-18080,Clear Oil-Free Perfume - Travel Size (V37),Health and beauty,54.66,7
SKU-18081,Organic Gluten-Free Coffee Beans - 250g,Food and beverages,18.89,2
SKU-18082,Eco Portable Charger - Blue,Electronic accessories,33.18,11
SKU-18083,Trendy Silk Tie - Gold,Fashion accessories,35.23,2
SKU-18084,Clear Anti-Aging Shampoo - 50ml,Health and beauty,69.51,3
SKU-18085,Radiant Natural Shampoo - 50ml,Health and beauty,17.05,11
SKU-18086,Elite Silk Backpack - Navy (V7),Fashion accessories,44.25,2
SKU-18087,EcoLiving Stainless Steel Picture Frame - Oak,Home and lifestyle,71.3,3
SKU-18088,Ultra Heavy Duty Speaker - Grey,Electronic accessories,145.1,7
SKU-18089,Clear Anti-Aging Lip Balm - Travel Size,Health and beauty,52.5,8
SKU-18090,Aero Ergonomic Water Bottle - Orange,Sports and travel,75.24,9
SKU-18091,Pulse Wireless Headphones - Silver,Electronic accessories,135.32,8
SKU-18092,Clear Vitamin C Sunscreen - Travel Size (V11),Health and beauty,18.17,6
SKU-18093,Active Durable Backpack - Grey (V89),Sports and travel,36.78,7
SKU-18094,Daily Roasted Green Tea - 250g,Food and beverages,7.52,10
SKU-18095,Urban Denim Scarf - Rose Gold (V13),Fashion accessories,54.3,11
SKU-18096,Pulse Slim Keyboard - Grey,Electronic accessories,125.4,2
SKU-18097,Glow Anti-Aging Body Lotion - 50ml,Health and beauty,6.43,12
SKU-18098,Chic Canvas Scarf - Navy,Fashion accessories,54.11,9
SKU-18099,Organic Roasted Coffee Beans - 250g,Food and beverages,1.11,'-1
SKU-18100,Daily Sweet Almonds - 500ml,Food and beverages,12.55,2
SKU-18101,Retro Canvas Watch - Rose Gold (V96),Fashion accessories,34.64,5
SKU-18102,Vogue Leather Wallet - Brown,Fashion accessories,7.07,3
SKU-18103,Retro Canvas Belt - Black (V11),Fashion accessories,46.66,30
SKU-18104,LuxeHome Minimalist Bed Sheets - Clear (V25),Home and lifestyle,45.54,1
SKU-18105,EcoLiving Cotton Picture Frame - Oak,Home and lifestyle,13.42,3
SKU-18106,Classic Glass Wall Clock - Beige,Home and lifestyle,55.85,6
SKU-18107,Radiant Vitamin C Sunscreen - 150g (V26),Health and beauty,55.19,6
SKU-18108,Peak Heavy-Duty Backpack - Blue,Sports and travel,14,10
SKU-18109,Retro Denim Belt - Brown (V87),Fashion accessories,74.83,11
SKU-18110,EcoLiving Minimalist Wall Clock - Clear (V26),Home and lifestyle,42.56,20
SKU-18111,Summit Ergonomic Backpack - Grey,Sports and travel,23.58,7
SKU-18112,Aero Lightweight Yoga Mat - Blue,Sports and travel,47.51,'-8
SKU-18113,Derma Vitamin C Deodorant - Travel Size,Health and beauty,48.52,2
SKU-18114,Pulse Wireless Speaker - Black (V13),Electronic accessories,51.27,14
SKU-18115,Trek Compact Jump Rope - Blue (V13),Sports and travel,69.9,1
SKU-18116,Vogue Polarized Hat - Silver,Fashion accessories,35.98,16
SKU-18117,Tasty Spicy Chocolate - 1Kg,Food and beverages,11.76,24
SKU-18118,Nature's Gluten-Free Cereal - Pack of 6 (V81),Food and beverages,2.09,3
SKU-18119,Nova Heavy Duty Headphones - Grey,Electronic accessories,101.28,2
SKU-18120,Vital Oil-Free Lip Balm - 200ml,Health and beauty,23.11,'-3
SKU-18121,Derma Anti-Aging Conditioner - 200ml,Health and beauty,65.32,3
SKU-18122,Nature's Sweet Juice - 1L,Food and beverages,10.59,7
SKU-18123,Pure Organic Body Wash - 150g (V5),Health and beauty,43.95,7
SKU-18124,Luxe Denim Gloves - Navy (V54),Fashion accessories,54.09,2
SKU-18125,Clear Oil-Free Face Cream - Travel Size (V18),Health and beauty,64.88,9
SKU-18126,Luxe Polarized Wallet - Silver (V75),Fashion accessories,45.72,7
SKU-18127,Tasty Sweet Olive Oil - 1L,Food and beverages,9.42,13
SKU-18128,Daily Crunchy Honey - Pack of 6,Food and beverages,8.87,15
SKU-18129,HomeStyle Wooden Candle - Clear,Home and lifestyle,59.71,40
SKU-18130,Glow Hydrating Sunscreen - 100ml,Health and beauty,10.07,3
SKU-18131,Tasty Roasted Honey - 1L,Food and beverages,15.3,25
SKU-18132,Derma Hydrating Sunscreen - Pack of 2,Health and beauty,44.89,34
SKU-18133,Nova Bluetooth Keyboard - Silver,Electronic accessories,20.96,8
SKU-18134,Radiant Natural Shampoo - 100ml,Health and beauty,9.4,21
SKU-18135,Smart Mini Webcam - Grey (V84),Electronic accessories,28.58,58
SKU-18136,Eco Fast-Charging Speaker - Black,Electronic accessories,37.56,19
SKU-18137,Tasty Spicy Coffee Beans - 1Kg,Food and beverages,14.86,23
SKU-18138,Elite Leather Gloves - Rose Gold (V47),Fashion accessories,71.36,24
SKU-18139,Golden Vegan Almonds - 1L,Food and beverages,7.75,23
SKU-18140,Nature's Spicy Pasta - 500ml,Food and beverages,3.79,10
SKU-18141,Smart Fast-Charging Charger - Blue (V13),Electronic accessories,119.85,5
SKU-18142,Motion Ergonomic Gym Bag - Red,Sports and travel,70.87,21
SKU-18143,Nova Portable Earbuds - Black,Electronic accessories,121.16,19
SKU-18144,Pulse Portable Earbuds - Silver,Electronic accessories,147.25,13
SKU-18145,ProFit Durable Gym Bag - Red,Sports and travel,60.95,6
SKU-18146,Glow Hydrating Shampoo - Pack of 2,Health and beauty,54.8,6
SKU-18147,Radiant Oil-Free Deodorant - 50ml,Health and beauty,28.97,12
SKU-18148,Ultra Bluetooth Adapter - Silver (V11),Electronic accessories,35.57,4
SKU-18149,Pure Anti-Aging Body Lotion - 100ml,Health and beauty,26.79,29
SKU-18150,Organic Spicy Coffee Beans - 500ml,Food and beverages,17.39,6
SKU-18151,Vogue Silk Watch - Navy,Fashion accessories,60.54,22
SKU-18152,ProFit Ergonomic Jump Rope - Blue,Sports and travel,14.77,11
SKU-18153,Classic Ceramic Cushion - White (V93),Home and lifestyle,44.89,10
SKU-18154,Derma Hydrating Perfume - 50ml,Health and beauty,74.07,6
SKU-18155,Premium Crunchy Coffee Beans - 500g,Food and beverages,16.73,10
SKU-18156,Cozy Rustic Table Lamp - Clear (V98),Home and lifestyle,50.47,4
SKU-18157,Daily Vegan Chocolate - Pack of 6 (V11),Food and beverages,4.21,6
SKU-18158,Pure Roasted Pasta - 500ml,Food and beverages,3.3,2
SKU-18159,Elite Silk Watch - Rose Gold,Fashion accessories,25.16,8
SKU-18160,Golden Spicy Honey - Pack of 6,Food and beverages,8.52,4
SKU-18161,Vital Organic Lip Balm - 150g,Health and beauty,12.24,7
SKU-18162,Cyber Mini Charger - Silver (V39),Electronic accessories,70.94,9
SKU-18163,Cozy Wooden Coffee Mug - Grey,Home and lifestyle,76.54,4
SKU-18164,Nova Mini Adapter - Red (V95),Electronic accessories,31.8,5
SKU-18165,Eco Slim Power Bank - Silver,Electronic accessories,111.8,11
SKU-18166,Vital Soothing Body Lotion - Pack of 2,Health and beauty,70.57,5
SKU-18167,Urban Silk Tie - Rose Gold (V12),Fashion accessories,50.86,17
SKU-18168,Aero Durable Tent - Black,Sports and travel,60.37,1
SKU-18169,Derma Hydrating Face Cream - 150g,Health and beauty,78.95,2
SKU-18170,Essence Organic Body Wash - 100ml,Health and beauty,75.43,3
SKU-18171,FarmFresh Vegan Honey - 500ml,Food and beverages,4.96,1
SKU-18172,Urban Cotton Cushion - Clear,Home and lifestyle,33.7,9
SKU-18173,Chic Silk Backpack - Gold,Fashion accessories,35.14,10
SKU-18174,Premium Spicy Cereal - 500g (V74),Food and beverages,1.96,9
SKU-18175,Chic Vintage Hat - Black,Fashion accessories,79.3,2
SKU-18176,Nature's Gluten-Free Pasta - 1L,Food and beverages,13.69,8
SKU-18177,Pure Oil-Free Lip Balm - 50ml,Health and beauty,31.92,4
SKU-18178,Active Durable Gym Bag - Orange (V10),Sports and travel,59.72,4
SKU-18179,Trendy Leather Gloves - Silver,Fashion accessories,49.41,8
SKU-18180,Smart Portable Earbuds - Red,Electronic accessories,82.31,2
SKU-18181,TechPro Heavy Duty Speaker - Silver (V97),Electronic accessories,113.79,30
SKU-18182,Elite Vintage Scarf - Rose Gold,Fashion accessories,76,20
SKU-18183,Luxe Silk Handbag - Rose Gold,Fashion accessories,34.25,16
SKU-18184,Trendy Silk Gloves - Gold (V32),Fashion accessories,39.02,27
SKU-18185,Classic Leather Belt - Brown,Fashion accessories,48.88,11
SKU-18186,Golden Gluten-Free Cereal - Pack of 6,Food and beverages,16.9,1
SKU-18187,Peak Durable Dumbbells - Black (V56),Sports and travel,44.01,12
SKU-18188,Urban Cotton Gloves - Silver,Fashion accessories,8.15,1
SKU-18189,Daily Salted Almonds - Pack of 6 (V97),Food and beverages,19.39,31
SKU-18190,Retro Leather Wallet - Rose Gold (V24),Fashion accessories,68.95,3
SKU-18191,Classic Polarized Gloves - Brown,Fashion accessories,39.11,2
SKU-18192,Vital Hydrating Deodorant - 150g,Health and beauty,32.97,2
SKU-18193,Aero Heavy-Duty Dumbbells - Neon Green,Sports and travel,75.02,12
SKU-18194,Derma Organic Shampoo - 200ml,Health and beauty,53.79,9
SKU-18195,Summit Ergonomic Travel Pillow - Red,Sports and travel,49.45,2
SKU-18196,Golden Crunchy Olive Oil - 500ml,Food and beverages,10.39,15
SKU-18197,Modern Cotton Vase - Grey (V77),Home and lifestyle,56.55,14
SKU-18198,ProFit Lightweight Water Bottle - Red,Sports and travel,14.37,2
SKU-18199,Luxe Polarized Hat - Gold,Fashion accessories,64.95,6
SKU-18200,Nature's Vegan Coffee Beans - 500g,Food and beverages,18.56,8
SKU-18201,Pure Vitamin C Perfume - 150g,Health and beauty,32.56,76
SKU-18202,Tasty Crunchy Almonds - 500ml,Food and beverages,7.14,1
SKU-18203,Active Breathable Resistance Bands - Blue (V16),Sports and travel,19.48,20
SKU-18204,Radiant Vitamin C Body Lotion - 50ml,Health and beauty,73.49,12
SKU-18205,Retro Cotton Backpack - Navy,Fashion accessories,10.6,13
SKU-18206,EcoLiving Rustic Storage Box - Beige (V50),Home and lifestyle,48.18,4
SKU-18207,Tasty Sweet Almonds - 250g,Food and beverages,14.24,10
SKU-18208,Essence Oil-Free Lip Balm - 200ml,Health and beauty,77.89,4
SKU-18209,Nature's Gluten-Free Honey - 500g (V9),Food and beverages,15.87,4
SKU-18210,Premium Roasted Coffee Beans - Pack of 6,Food and beverages,11.18,2
SKU-18211,Peak Breathable Jump Rope - Orange (V12),Sports and travel,70.15,3
SKU-18212,Trek Waterproof Sleeping Bag - Blue (V29),Sports and travel,69.73,3
SKU-18213,Zen Minimalist Storage Box - White (V22),Home and lifestyle,79.12,7
SKU-18214,Essence Hydrating Perfume - 50ml (V88),Health and beauty,76.39,6
SKU-18215,Luxe Cotton Scarf - Black,Fashion accessories,52.23,10
SKU-18216,Vogue Cotton Sunglasses - Black (V48),Fashion accessories,13.33,25
SKU-18217,Trek Lightweight Water Bottle - Grey,Sports and travel,26.08,11
SKU-18218,Cozy Ceramic Wall Clock - White,Home and lifestyle,15.51,3
SKU-18219,ProFit Durable Sleeping Bag - Orange,Sports and travel,16.49,4
SKU-18220,Daily Spicy Cereal - Pack of 6,Food and beverages,8.42,9
SKU-18221,FarmFresh Vegan Green Tea - 1Kg,Food and beverages,1.24,35
SKU-18222,Daily Roasted Chocolate - 1L,Food and beverages,2.89,13
SKU-18223,Cyber Mini Mouse - Black,Electronic accessories,84.45,6
SKU-18224,Organic Spicy Green Tea - 500ml,Food and beverages,6.9,14
SKU-18225,Pulse Slim Charger - Silver,Electronic accessories,118.49,14
SKU-18226,Zen Stainless Steel Picture Frame - Oak,Home and lifestyle,6.75,14
SKU-18227,HomeStyle Minimalist Storage Box - Oak,Home and lifestyle,5.91,2
SKU-18228,Classic Denim Backpack - Black,Fashion accessories,24.92,9
SKU-18229,Cyber Wireless Cable - White,Electronic accessories,118.5,1
SKU-18230,Nova Heavy Duty Adapter - Grey,Electronic accessories,47.01,2
SKU-18231,Trek Durable Sleeping Bag - Black (V13),Sports and travel,44.06,13
SKU-18232,Retro Vintage Tie - Gold,Fashion accessories,30.08,6
SKU-18233,Pure Vitamin C Deodorant - 100ml (V34),Health and beauty,27.44,2
SKU-18234,Pulse Slim Adapter - Blue,Electronic accessories,142.87,2
SKU-18235,Trendy Leather Scarf - Silver (V41),Fashion accessories,17.96,4
SKU-18236,Zen Stainless Steel Table Lamp - Clear,Home and lifestyle,21.75,26
SKU-18237,Trendy Canvas Wallet - Silver (V14),Fashion accessories,72.09,14
SKU-18238,Nature's Vegan Honey - 500g (V91),Food and beverages,15.17,2
SKU-18239,EcoLiving Wooden Picture Frame - Clear,Home and lifestyle,64.19,1
SKU-18240,TechPro Slim Webcam - White (V89),Electronic accessories,73.84,8
SKU-18241,Trendy Vintage Wallet - Gold,Fashion accessories,69.55,6
SKU-18242,Modern Cotton Coffee Mug - Black (V26),Home and lifestyle,10.7,1
SKU-18243,Urban Cotton Cushion - Grey (V99),Home and lifestyle,15.4,7
SKU-18244,Premium Gluten-Free Almonds - 500ml,Food and beverages,3.03,11
SKU-18245,FarmFresh Salted Olive Oil - Pack of 6,Food and beverages,4.1,1
SKU-18246,Retro Cotton Handbag - Navy,Fashion accessories,55.1,4
SKU-18247,Cozy Glass Coffee Mug - Clear (V39),Home and lifestyle,15.06,42
SKU-18248,Urban Canvas Watch - Rose Gold,Fashion accessories,41.68,2
SKU-18249,Pure Spicy Almonds - 1Kg,Food and beverages,13.78,1
SKU-18250,Pulse Wireless Headphones - Red,Electronic accessories,35.05,'-2
SKU-18251,Urban Leather Watch - Silver,Fashion accessories,47.37,15
SKU-18252,Urban Canvas Wallet - Navy,Fashion accessories,20.06,15
SKU-18253,Vital Natural Serum - Pack of 2,Health and beauty,9.39,9
SKU-18254,Retro Cotton Sunglasses - Black (V20),Fashion accessories,9.85,2
SKU-18255,TechPro Heavy Duty Earbuds - Grey,Electronic accessories,16.43,6
SKU-18256,EcoLiving Cotton Towel Set - Oak,Home and lifestyle,10.61,5
SKU-18257,Nova Slim Cable - White,Electronic accessories,18.53,3
SKU-18258,TechPro Slim Headphones - Grey (V13),Electronic accessories,51.81,1
SKU-18259,HomeStyle Glass Vase - Grey,Home and lifestyle,18.19,19
SKU-18260,Radiant Oil-Free Shampoo - 150g (V4),Health and beauty,28.41,5
SKU-18261,Vogue Polarized Gloves - Silver (V20),Fashion accessories,48.26,12
SKU-18262,Cozy Cotton Coffee Mug - White,Home and lifestyle,73.79,9
SKU-18263,Active Breathable Yoga Mat - Black,Sports and travel,22.04,49
SKU-18264,FarmFresh Salted Coffee Beans - 250g,Food and beverages,14.47,17
SKU-18265,Nova Heavy Duty Power Bank - Red,Electronic accessories,105.3,29
SKU-18266,Cyber Bluetooth Keyboard - Grey (V27),Electronic accessories,15.31,19
SKU-18267,Pulse Bluetooth Cable - Grey,Electronic accessories,80.07,20
SKU-18268,LuxeHome Wooden Vase - Oak,Home and lifestyle,57.22,12
SKU-18269,Eco Heavy Duty Headphones - Grey (V90),Electronic accessories,91,1
SKU-18270,Derma Oil-Free Body Wash - 150g (V95),Health and beauty,51.53,1
SKU-18271,Pulse Portable Mouse - Blue,Electronic accessories,99.41,17
SKU-18272,Pure Organic Serum - 150g (V57),Health and beauty,20,17
SKU-18273,Summit Heavy-Duty Backpack - Red (V70),Sports and travel,25.58,9
SKU-18274,ProFit Heavy-Duty Dumbbells - Neon Green,Sports and travel,75.58,9
SKU-18275,Vital Oil-Free Lip Balm - 200ml (V30),Health and beauty,38.56,6
SKU-18276,TechPro Wireless Keyboard - Grey,Electronic accessories,69.06,8
SKU-18277,Eco Portable Earbuds - Black,Electronic accessories,102.43,3
SKU-18278,Pure Soothing Sunscreen - 200ml,Health and beauty,8.22,1
SKU-18279,EcoLiving Stainless Steel Vase - Grey,Home and lifestyle,60.65,1
SKU-18280,Luxe Cotton Gloves - Silver,Fashion accessories,63.52,17
SKU-18281,EcoLiving Glass Bed Sheets - Beige,Home and lifestyle,74,49
SKU-18282,TechPro Portable Charger - Red,Electronic accessories,82.72,3
SKU-18283,Classic Stainless Steel Cushion - Oak (V65),Home and lifestyle,70.19,'-1
SKU-18284,Vital Vitamin C Body Wash - 200ml (V69),Health and beauty,28.8,8
SKU-18285,Urban Leather Gloves - Brown,Fashion accessories,47.56,25
SKU-18286,Nature's Crunchy Green Tea - 250g,Food and beverages,5.53,10
SKU-18287,Ultra Wireless Mouse - Blue (V99),Electronic accessories,27.42,5
SKU-18288,Chic Polarized Backpack - Silver (V87),Fashion accessories,8.98,12
SKU-18289,EcoLiving Stainless Steel Table Lamp - Black,Home and lifestyle,38.66,10
SKU-18290,Velocity Ergonomic Yoga Mat - Grey,Sports and travel,71.6,30
SKU-18291,LuxeHome Wooden Table Lamp - Oak,Home and lifestyle,11.41,70
SKU-18292,Ultra Slim Mouse - Red,Electronic accessories,131.78,23
SKU-18293,Motion Breathable Sleeping Bag - Grey,Sports and travel,9.44,15
SKU-18294,Nova Slim Cable - Red,Electronic accessories,121.92,94
SKU-18295,Nature's Gluten-Free Honey - Pack of 6 (V39),Food and beverages,7.93,13
SKU-18296,LuxeHome Ceramic Towel Set - Grey (V72),Home and lifestyle,51.75,40
SKU-18297,Luxe Cotton Gloves - Rose Gold (V25),Fashion accessories,10.3,7
SKU-18298,Glow Hydrating Conditioner - 150g,Health and beauty,13.64,8
SKU-18299,Modern Wooden Table Lamp - Oak,Home and lifestyle,12.79,2
SKU-18300,Derma Soothing Body Lotion - 50ml (V11),Health and beauty,5.75,2
SKU-18301,Trendy Silk Handbag - Brown (V66),Fashion accessories,68.29,5
SKU-18302,Nature's Vegan Cereal - 1Kg,Food and beverages,15.11,2
SKU-18303,Golden Vegan Pasta - 500ml (V71),Food and beverages,14.61,4
SKU-18304,Vital Organic Deodorant - 50ml,Health and beauty,6.58,19
SKU-18305,Classic Ceramic Cushion - Oak,Home and lifestyle,76.83,3
SKU-18306,Peak Breathable Dumbbells - Neon Green,Sports and travel,61.68,90
SKU-18307,Chic Polarized Belt - Silver (V86),Fashion accessories,56.99,24
SKU-18308,Vital Anti-Aging Shampoo - 100ml,Health and beauty,70.96,62
SKU-18309,Chic Silk Scarf - Silver,Fashion accessories,29.26,11
SKU-18310,Urban Stainless Steel Table Lamp - White,Home and lifestyle,72.71,37
SKU-18311,HomeStyle Ceramic Picture Frame - Grey (V13),Home and lifestyle,50.37,3
SKU-18312,Organic Vegan Cereal - 1L,Food and beverages,11.14,1
SKU-18313,Aero Lightweight Travel Pillow - Orange,Sports and travel,37.42,'-1
SKU-18314,TechPro Mini Webcam - Silver (V35),Electronic accessories,134.24,37
SKU-18315,Radiant Vitamin C Body Lotion - 150g,Health and beauty,77.64,44
SKU-18316,HomeStyle Cotton Bed Sheets - Clear,Home and lifestyle,40.54,101
SKU-18317,Pulse Slim Webcam - Blue,Electronic accessories,49.43,7
SKU-18318,Pure Salted Honey - 250g,Food and beverages,15.03,15
SKU-18319,Nova Portable Mouse - Red (V74),Electronic accessories,60.06,26
SKU-18320,Summit Compact Travel Pillow - Neon Green,Sports and travel,71.1,13
SKU-18321,Zen Stainless Steel Picture Frame - Grey,Home and lifestyle,10.69,9
SKU-18322,Cyber Portable Cable - Grey (V72),Electronic accessories,68.94,'-3
SKU-18323,Nature's Spicy Coffee Beans - 500g (V20),Food and beverages,5.07,3
SKU-18324,Elite Leather Hat - Gold (V42),Fashion accessories,63.53,28
SKU-18325,FarmFresh Sweet Juice - 250g,Food and beverages,1.19,18
SKU-18326,HomeStyle Wooden Table Lamp - Black,Home and lifestyle,58.12,33
SKU-18327,Trendy Canvas Gloves - Rose Gold,Fashion accessories,53.79,77
SKU-18328,Daily Vegan Juice - 1L,Food and beverages,10.51,12
SKU-18329,Golden Roasted Honey - 1Kg,Food and beverages,2.77,2
SKU-18330,LuxeHome Wooden Candle - Grey (V54),Home and lifestyle,45.02,4
SKU-18331,Classic Ceramic Towel Set - Clear (V43),Home and lifestyle,18.03,10
SKU-18332,Pulse Heavy Duty Webcam - Black,Electronic accessories,35.88,4
SKU-18333,Urban Rustic Cushion - Black (V93),Home and lifestyle,59.35,7
SKU-18334,HomeStyle Rustic Wall Clock - Oak,Home and lifestyle,5.47,5
SKU-18335,Nova Wireless Headphones - Black,Electronic accessories,98.56,14
SKU-18336,Derma Vitamin C Face Cream - Pack of 2,Health and beauty,21.41,2
SKU-18337,Urban Cotton Wall Clock - Beige (V83),Home and lifestyle,47.37,8
SKU-18338,Peak Lightweight Tent - Red,Sports and travel,7.12,24
SKU-18339,FarmFresh Sweet Almonds - Pack of 6 (V55),Food and beverages,9.32,2
SKU-18340,LuxeHome Rustic Wall Clock - Oak,Home and lifestyle,44.99,2
SKU-18341,Trek Ergonomic Tent - Grey,Sports and travel,37.28,4
SKU-18342,Essence Vitamin C Body Wash - 150g,Health and beauty,19.89,197
SKU-18343,Retro Silk Wallet - Brown (V82),Fashion accessories,39.17,3
SKU-18344,Glow Hydrating Shampoo - 150g (V30),Health and beauty,12.97,6
SKU-18345,Giga Fast-Charging Speaker - Grey,Electronic accessories,108.42,6
SKU-18346,Eco Slim Earbuds - Grey,Electronic accessories,70.64,10
SKU-18347,Aero Compact Tent - Black,Sports and travel,29.52,5
SKU-18348,Zen Glass Picture Frame - Oak (V36),Home and lifestyle,11.69,3
SKU-18349,Pure Oil-Free Body Wash - Pack of 2 (V71),Health and beauty,40.61,5
SKU-18350,ProFit Breathable Gym Bag - Black (V78),Sports and travel,10.53,6
SKU-18351,Pulse Heavy Duty Keyboard - Silver,Electronic accessories,72.06,34
SKU-18352,Motion Heavy-Duty Water Bottle - Black (V6),Sports and travel,13.16,4
SKU-18353,Nature's Vegan Cereal - 500g,Food and beverages,19.81,48
SKU-18354,LuxeHome Stainless Steel Coffee Mug - Black,Home and lifestyle,14.73,3
SKU-18355,Classic Polarized Gloves - Navy (V87),Fashion accessories,74.21,37
